,ano,nivel_1,nivel_2,nivel_3,nivel_4,nivel_5,nivel_6,tipo_emissao,gas,atividade_economica,produto,emissao
246470,1990,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.0
246471,1991,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.0
246472,1992,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.0
246473,1993,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.0
246474,1994,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.0
246475,1995,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.06440908
246476,1996,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.06440908
246477,1997,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.0
246478,1998,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.0
246479,1999,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.0
246480,2000,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.0
246481,2001,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.0
246482,2002,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.0
246483,2003,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.0
246484,2004,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.0
246485,2005,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.0
246486,2006,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.0
246487,2007,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.0
246488,2008,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.0
246489,2009,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.0
246490,2010,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.0
246491,2011,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.0
246492,2012,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.0
246493,2013,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.0
246494,2014,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.0
246495,2015,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.0
246496,2016,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.0
246497,2017,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.0
246498,2018,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.0
246499,2019,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CH4 (t),PROD_COMB,,0.0
246500,1970,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246501,1971,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246502,1972,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246503,1973,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246504,1974,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246505,1975,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246506,1976,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246507,1977,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246508,1978,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246509,1979,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246510,1980,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246511,1981,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246512,1982,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246513,1983,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246514,1984,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246515,1985,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246516,1986,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246517,1987,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246518,1988,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246519,1989,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246520,1990,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246521,1991,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246522,1992,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246523,1993,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246524,1994,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246525,1995,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,3.3635852
246526,1996,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,3.3635852
246527,1997,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246528,1998,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246529,1999,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246530,2000,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246531,2001,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246532,2002,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246533,2003,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246534,2004,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246535,2005,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246536,2006,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246537,2007,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246538,2008,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246539,2009,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246540,2010,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246541,2011,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246542,2012,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246543,2013,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246544,2014,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246545,2015,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246546,2016,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246547,2017,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246548,2018,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
246549,2019,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Alcatrão,Consumo Final Energético,Emissão,CO (t),PROD_COMB,,0.0
